Character,script,ep_number,Book,total_number
Korra,Jump!,7,4,46
,"They leap from the train just in time to avoid being crushed. They all scream as they hurdle toward the ground in the air shell. The shell hits the ground to the side of a bridge. The team grunts as they roll to a stop on the dusty ground. The train continues its pace toward the Earth Empire. Asami and Mako stand up, while Korra and Wu remain sitting on the ground. Mako walks over and picks up Wu.",7,4,46
Mako,You all right?,7,4,46
Wu,"[He gleefully embraces Mako.] Yes! Thank you, thank you, thank you, thank you, thank you, thank you, thank you, thank you, thank you. [Putting his arm around Mako.] You are definitely getting a raise, Buddy.",7,4,46
Mako,You should be thanking Korra. We never would have found you with out her.,7,4,46
Wu,"[He moves over to Korra and bows.] I owe you my life, Avatar. If only there was some way to repay you. Oh, I know. [He takes Korra's hand.] How about I take you out for a night on the town?",7,4,46
Korra,[Unimpressed.] Really? You're asking me out right now?,7,4,46
Wu,"[Tentatively.] So ... I put you down for a ""maybe""? [He cracks a smile.]",7,4,46
Korra,How about a never?,7,4,46
,Korra takes her hand back from Wu and walks over to Asami and Mako.,7,4,46
Korra,Not exactly what I imagined for our first day back together.,7,4,46
Asami,But it was kind of like old times. [She puts her hand on her hip.] Except for the getting on each other's nerves part.,7,4,46
Mako,"Actually, that is like old times for me and Korra.",7,4,46
Korra,I'm sorry things got so tense earlier.,7,4,46
Asami,"It's all right. I guess after being apart for three years, there's bound to be a bit of an adjustment period.",7,4,46
Mako,"Yeah, but it's great to have you back.",7,4,46
Korra,There's no place else I'd rather be.,7,4,46
,"The three hug each other and Wu walks over ready to join in, too. However, Korra sticks her hand out and holds the prince at bay with a hand to his cheek. Unable to come closer, Wu places his hands on Mako's shoulders, while the three friends share a close embrace.",7,4,46
Wu,You guys are the greatest friends a guy could have.,7,4,46
,"They break apart into a circle again, this time Wu is included.",7,4,46
Korra,"So, what are we gonna do with him? It's too dangerous to take him back to the hotel.",7,4,46
Wu,Whoo! You're telling me! I need a cushy safe house somewhere.,7,4,46
Mako,I think I know just the place.,7,4,46
,"The camera displays an elaborate estate; a dazzling landscape with several courtyards, gardens, towers, and lots of space. The camera zooms in to Mako, Asami, Korra, and Wu on the front porch of the mansion. Gigantic windows litter the façade, allowing plenty of light into the mansion.",7,4,46
Wu,"[Astonished.] Nice digs, Mako. You didn't tell me you came from money.",7,4,46
Mako,I don't. This is Asami's place. She was nice enough to let my family stay here after they fled Ba Sing Se.,7,4,46
,"The big wooden door opens and Mako's grandmother, Yin, steps onto the porch.",7,4,46
Yin,Mako! It's so wonderful to-- [Her eyes go big and she covers her mouth as she gasps at the sight of the prince. She reaches out for Wu with her left hand.] Are you ...,7,4,46
Mako,"Grandma, this is Prince Wu. He needs to stay with you and the family for a little while.",7,4,46
,Wu takes one knee and grabs Yin's hand.,7,4,46
Wu,"It's an honor, Grandma Mako.",7,4,46
,"Wu kisses Yin's hand and she faints gracefully, being caught by Mako.",7,4,46
Mako,She loves royalty.,7,4,46
Wu,"[He stands up triumphantly.] I think I'll fit right in here. [Touching Mako's shoulder.] Thanks for looking out for me, Mako. [He throws his arms back urgently.] Now where's the nearest bathroom? I have been holding it all day! [He storms off into the house, whining loudly.]",7,4,46
,"The scene changes to a bay area surrounded by open water and rocks. The setting sun is making the sky a orange. Next to a long dock is a beat up looking red and white, wooden boat with several escaped reeducation campers aboard. The boat is in poor shape. On the dock, Baraz and Ahnah are facing Varrick and Bolin.",7,4,46
Bolin,"I know it might not mean much coming from a guy wearing this uniform, [He tugs at his shirt, near his belt.] but I'd like to apologize for what Kuvira's put you through.",7,4,46
Baraz,[Extending his hand.] I appreciate that.,7,4,46
,Bolin shakes his hand.,7,4,46
Bolin,Guess this is where we part ways.,7,4,46
Varrick,[Laughing.] It's been a blast!,7,4,46
Ahnah,We're heading north too. Why don't you come with us? It's the least we could do after you saved our necks.,7,4,46
Varrick,"[He looks over to rotting boat, barely floating in the water next to the dock.] On that hunk of junk? No thanks. I'm allergic to drowning. [Bolin glares at him and elbows him harshly.] I mean, uh, we'd love a lift!",7,4,46
,"Defeated, Varrick walks up the pier with the other three. Bolin jumps in and Varrick crawls in awkwardly causing great commotion, ultimately falling to the floor of the boat. The scene shifts again to the roots of a tree. Someone's hand is hammering in a small stake with a cord attached to it. A green remote with various nobs is taken out. A gauge with a red needle makes a noise and the needle flies right into the reddest area of the gauge. Baatar Jr. is kneeling with the gauge in his hand. Kuvira is standing behind him anticipating the news.",7,4,46
Baatar Jr.,This area is overrun with spirit vines. [He turns to Kuvira.] And they appear to be even more powerful than the samples we took from Republic City.,7,4,46
Kuvira,Perfect. Harvest the vines until there's nothing left.,7,4,46
,A mecha tank retracts it hand and replaces it with a chainsaw that deploys from its wrist and begins cutting through a tree root. The camera zooms out to show the banyan-grove tree in the Foggy Swamp. Several of Kuvira's army airships are floating around the tree.,7,4,46
,Roll credits.,7,4,46
,"As the title card fades, the shot shows a slow zoom on the Sato estate before cutting to its interior, specifically the pool room. In a small room which opens onto the pool itself stand Wu and Mako, dressed in training gear.",8,4,47
Wu,"You know, there's something about being kidnapped that makes a guy realize he needs to get his act together.",8,4,47
Mako,"Yeah, I agree. Let's toughen you up.",8,4,47
,"Wu raises his hands in a defensive manner as Mako moves in closer; he throws a punch, which hits the prince in the chest. He falls to the ground immediately.",8,4,47
Wu,"[Yelling.] Daaah, I wasn't ready! [Gets in a fetal position.] Wu down!",8,4,47
,"As Mako looks down at Wu, a shocked gasp from behind him causes him to turn his head; Yin and Tu stand behind him, appraising the situation.",8,4,47
Yin,"What's going on? [She walks to Wu and holds him.] Mako, how dare you injure the prince! Would his royal highness like a cherry-berry lemonade?",8,4,47
Wu,"And maybe some of those sticky dumplings, too?",8,4,47
Mako,"[Angrily.] Look at you! You're so weak, ""Wu down"" is your catchphrase.",8,4,47
Wu,"I know, I'm a wimp. But it's not my fault, I was born that way! I'm not like you Mako, I wasn't raised by a pack of cops in the woods.",8,4,47
Mako,"[Annoyed.] You don't know anything about me, do you?",8,4,47
Wu,"[Tiny pause.] Yeah, I'm drawing a blank. Why is that? How do I not know stuff about you?",8,4,47
Mako,Uhh ... you never asked?,8,4,47
Wu,"Well, I'm asking now! [Grasping Mako's shoulders.] What's your favorite food? What's your favorite color? Is there a special lady in your life?",8,4,47
Mako,Not since Korra and I broke up.,8,4,47
Wu,[Amazed.] What? You dated the Avatar? [Points to the floor.] Sit! [Lets go of Mako and rubs his hands together.] You and I need to have a little gab session right now! [They sit facing each other.] How'd you guys first meet?,8,4,47
,"As Mako tells his story, the scenes change to the events to which he refers. As people, including Mako, interrupt the tale, white circles containing the head of the speaker appear in the corners of the scene, stylized in a chibi-like fashion. This format is consistently adhered to throughout the episode. At this point, the scene fades to Bolin and Mako, competing in the Pro-bending Arena in the past.",8,4,47
Mako,Bolin and I were playing for the Fire Ferrets.,8,4,47
Wu,"[Interrupting, his head popping up in the top left; smiling excitedly.] You were a pro-bender?",8,4,47
Mako,"[Annoyed, his head popping up in top right as the scene continues. Sighs.] Yes. Will you just let me tell the story?",8,4,47
Wu,[Closes his eyes.] Carry on.,8,4,47
,Their heads disappear and Mako promptly continues.,8,4,47
Mako,"Bolin and I grew up dirt poor, so once I became a pro-bender, I wanted it all: Riches; fame; accolades. But all that changed when I met Korra.",8,4,47
,"With a flash, the scene transitions into the flashback where Bolin introduces Korra to Mako.",8,4,47
Bolin,"Come on, I want you to meet my brother, Mako.",8,4,47
Korra,"Mako? Wow, I-I heard you play on the radio!",8,4,47
Mako,"Come on, Bolin, we're up.",8,4,47
Wu,"[Head in top right.] Whoa! That was the first time you met? Kind of rude there, buddy!",8,4,47
Mako,"[Head in lower left corner.] You know what else is rude? Interrupting. [The heads disappear as the scene shows Korra winning her first pro-bending match by knockout.] Korra proved to be an amazing pro-bender [Cut to the Equalists kidnapping Bolin.] and a loyal friend. She helped me save Bolin when he was taken by the Equalists. [Cut to Korra knocking out the lieutenant, before switching to Korra and Mako sleeping against Naga in the park.] After going through such a crazy experience, I felt like Korra and I had a powerful connection.",8,4,47
Wu,"[As Mako and Korra stir, realizing that they are leaning on each other.] So then you smooched her real good, eh?",8,4,47
Mako,[As they scramble away from each other.] Not exactly.,8,4,47
,Cut to Mako running across the street into the path of Asami's moped.,8,4,47
Mako,Ahhhh!,8,4,47
,"She hits him, throwing him backward. As he lands in a heap in the street, Asami dismounts and rushes over to him.",8,4,47
Asami Sato,"Oh no! I'm so sorry, I didn't see you!",8,4,47
Mako,"How could you not see me? I mean I was ju-juuuu [Asami takes off her helmet and lets her hair down.] I was, I-I, wow. [Coughs.] That was ... [Clears his throat as Asami helps him up; the frame freezes.]",8,4,47
Wu,[Top right.] Wait. That was the first thing you said to Asami? You really gotta work on your introductions.,8,4,47
Mako,"[Lower left, looking cool.] Hey. When you got charm like mine, you don't need introductions.",8,4,47
,The heads disappear as the shot flash-transitions to Mako and Asami at dinner.,8,4,47
Mako,Hanging out with Asami was awesome. But it made things with Korra [Cut to the end of the playoff match as Mako and Korra walk to their lockers.] complicated.,8,4,47
Korra,"So, I was thinking we should spend some time together. [Rushing in close to Mako.] Look, I really like you and I think we were meant for each other. [She reels back in embarrassment, hiding her face.]",8,4,47
Mako,"Korra, I'm really sorry, but I just don't feel the same way about you. [As Korra turns to look at him, the shot shows his face; he looks tense and apprehensive.]",8,4,47
Wu,"That's harsh, Mako.",8,4,47
Mako,"I know. [Cut to Asami kissing Mako on the cheek; he looks almost sad as Korra glances sadly back at him.] And the worst part about it is, it wasn't totally true.",8,4,47
,"Cut to the balcony, where Mako walks up behind Korra.",8,4,47
Mako,We need to talk.,8,4,47
Korra,Save your breath. You've already made it clear how you feel about me.,8,4,47
Mako,"No, I haven't. What I'm trying to say is, as much as you drive me crazy, I also think you're pretty amazing. [Korra kisses Mako, who initially seems shocked but relents. Freeze frame as interruptions come from all sides.]",8,4,47
Wu,"[Appears lower right; elated.] Hot dog! Smooch City, here we come. You player.",8,4,47
Tu,"[Appears upper right, slurping a drink; widens his eyes in surprise.] Whoa. I thought you were dating Asami.",8,4,47
Mako,"[Appears upper left, irked.] Tu! Get out of here!",8,4,47
Yin,"[Appears lower left, glares up at Mako while berating him.] Naughty Mako! You take after your grandfather!",8,4,47
Mako,"Guys, Grandma, everything wasn't so cut and dry. I wasn't dating Asami.",8,4,47
Tu,"[Rolling his eyes, his voice singsong.] Denial.",8,4,47
Mako,"[Giving up.] Okaaay, maybe I was dating her; it was all very confusing.",8,4,47
,"The frame reanimates, the heads disappear, and the scene flash-cuts to a semi-conscious Korra being helped off Naga's back by Mako, he takes her in his arms.",8,4,47
Mako,But my feelings for Korra became clear when Tarrlok captured her. It felt like a piece of me was gone.,8,4,47
Mako,[To Korra.] I was so worried. Are you all right?,8,4,47
Korra,I'm fine. I'm glad you're here.,8,4,47
,"Cut to Asami, who looks dismayed.",8,4,47
Wu,"Hoo! I bet Asami wasn't too happy about that. [Cut to the scene in the kitchen, Asami washing dishes while Mako stands by.]",8,4,47
Asami,"I've noticed how you treat Korra, how you acted when she was missing. You have feelings for her, don't you?",8,4,47
Mako,Things are crazy right now. Can we deal with our relationship problems later?,8,4,47
Asami,"Well, there might not be a relationship to worry about later.",8,4,47
Mako,[As she walks away.] Asami!,8,4,47
,"As he puts his head down and sighs, the frame freezes again.",8,4,47
Wu,[Appears top left.] Ouch!,8,4,47
Mako,"[Appears lower right, saddened.] Yep. Turns out, she was right. It was time to man up and call it quits.",8,4,47
,The scene flash-cuts to Asami and Mako standing in the sewer; Asami faces away from him.,8,4,47
Mako,"Asami. I'm sorry things got so messed up between us. But whatever happens today, I want you to know how much I care about you.",8,4,47
Asami,"I care about you, too.",8,4,47
,She kisses him on the cheek and the frame again freezes abruptly.,8,4,47
Wu,[Appears upper left; eyes half open; confused and unconvinced.] Wait. Was that supposed to be you breaking up with her?,8,4,47
Mako,[Appears lower right; blankly.] Yes. That was a breakup.,8,4,47
Tu,[Appears lower left; unconvinced.] Didn't sound like a breakup.,8,4,47
Mako,"[Widen his eyes slightly; explaining.] It was mutual. We had an understanding! [Looks to the side.] We both knew— [He cuts off frustrated, biting his tongue and closing his eyes in the form of an x as he changes the subject. His face returns to normal; wide eyes; annoyed.] Can I just get on with the rest of my story or what?",8,4,47
Wu,Fine. [Mako lowers his eyelids.] But I hope you weren't as ambiguous with Korra as you were with Asami.,8,4,47
Mako,"Trust me, I wasn't.",8,4,47
,Cut to the South Pole after Amon's defeat; Mako catches up to Korra as she walks away from the healing house without her bending.,8,4,47
Mako,"Korra and I ended up stopping Amon together and after that, I was finally able to tell her how I felt. Exactly how I felt.",8,4,47
Mako,"I love you, Korra.",8,4,47
,"Flash-cut to Korra as she leaves the Avatar State, finding Mako standing behind her. She runs to him and they embrace.",8,4,47
Korra,"I love you, too.",8,4,47
,They kiss and the frame freezes. Yin and Mako both pop up at the same time.,8,4,47
Yin,[Lower left.] Awww. And then you two lived happily ever after?,8,4,47
Mako,"[Lower right, not looking at Yin.] Ummmm ...",8,4,47
,"Cut to Korra and Mako, alone on the ship, as the heads vanish.",8,4,47
Mako,Tenzin's just trying to help you become the best Avatar you can be.,8,4,47
Korra,Of course you take his side.,8,4,47
Mako,I'm not taking his side.,8,4,47
,"Flash-cut to the two on Naga's back, traveling toward the spirit portal.",8,4,47
Korra,"You know, sometimes I wonder whose side you're on.",8,4,47
Mako,There aren't any sides!,8,4,47
,Flash-cut to Mako and Bolin's apartment.,8,4,47
Korra,How could you take his side?,8,4,47
Mako,What's with you and sides?,8,4,47
,Flash-cut to a few moments later.,8,4,47
Korra,"[Chuckles sarcastically.] Well, excuse me, officer! Don't let me stand in the way of you writing tickets! I'm just trying to save the world!",8,4,47
,Flash-cut to the police station.,8,4,47
Mako,"Well, I guess if we're both putting our jobs first, maybe there's no room for our relationship!",8,4,47
Korra,"So, what? Are you ... breaking up with me?",8,4,47
Mako,Yeah ... I guess I am.,8,4,47
,"As Korra kicks Mako's desk with airbending, the shot freezes and Wu pops in.",8,4,47
Wu,[Lower right.] Now that's a breakup!,8,4,47
,Flash-cut to the ship being attacked by bombs.,8,4,47
Mako,"After that, I dove into my work. Someone had been taking out supply ships heading to the Southern Water Tribe. [Cut to Mako and Asami on the ship they used as bait.] Asami's company was one of the victims, so she and I worked together to catch the perps. [The Triple Threat Triad members corner them and Mako lashes out with fire.] The stakeout was the perfect way to get my mind off Korra. It was an intense night. [Mako and Asami escape in a lifeboat.] Asami and I discovered the triads had double-crossed us. We barely got away, but by then, Asami's warehouse had been cleared out.",8,4,47
,"Cut to the city and the warehouse, empty but for Asami and Mako.",8,4,47
Asami,My company ... it's over ... I give up.,8,4,47
Mako,Well ... I'm not giving up on you.,8,4,47
,"They look into each other's eyes before she kisses him. The frame freezes, Mako and Wu popping up at the same time.",8,4,47
Mako,"[Lower right, as Wu gives him a look with a smile.] I know, I know, don't tell me ... I had no right kissing Asami.",8,4,47
Wu,"[Lower left.] No, actually, I'm completely fine with that. You officially broke up with Korra and therefore, you're free to smooch whoever you wish.",8,4,47
Mako,"[Downcast, not meeting Wu's eyes.] If only it had been that simple.",8,4,47
,"Cut to the prison after Mako's release. As Asami looks at him, Korra suddenly runs to him, embracing and kissing him, to his shock.",8,4,47
Korra,"Mako, I missed you so much!",8,4,47
,Mako seems to miss the disparaging look Asami is giving him.,8,4,47
Mako,"Korra ... hey, I-I missed you, too. [Hesitant.] So you're not still mad at me? We had that fight before you left, remember?",8,4,47
Korra,Not really. I got attacked by a dark spirit and I lost my memory for a little while. Maybe it hasn't all come back yet. Was it a bad fight?,8,4,47
Mako,"Ahhhhh ... [The shot pans, showing the other people all watching him.] Hmmmm, no. No. It-it wasn't that bad.",8,4,47
,Freeze frame as Mako and Wu pop up again.,8,4,47
Wu,"[Top center.] Whoa, whoa, whoa! So you were back with Asami, but then Korra came back and thought you guys were still together and you didn't tell her you weren't?",8,4,47
Yin,"[Popping up lower center, glaring at Mako.] Just like your grandfather.",8,4,47
Mako,"[Lower right.] Well, me and Asami were never officially back together.",8,4,47
Tu,"[Top right, over Mako, staring down at him.] Really? That again? You know, it seems like you're so afraid to disappoint anyone that you end up disappointing everyone.",8,4,47
Wu,[Solemnly.] Truer words have never been spoken. [Mako bites his tongue again. Wu's eyes widen while smiling.] High-five! [Wu and Tu high-five.],8,4,47
Mako,"Well, eventually, I did tell Korra. But by then, she already knew.",8,4,47
,Cut to the palace in the Southern Water Tribe after Unalaq's defeat.,8,4,47
Korra,Why didn't you just tell me the truth in the first place?,8,4,47
Mako,"I know I should have, but ... I didn't want to hurt you all over again. I guess part of me wanted to forget about the breakup, too.",8,4,47
Korra,I think we both know that this ... us ... doesn't work.,8,4,47
Mako,You're right.,8,4,47
Korra,It's ... over. For real this time.,8,4,47
,"Mako nods and the scene flash-cuts to a wide shot of the palace, panning up to the spirits in the sky.",8,4,47
Mako,"After Harmonic Convergence, the world changed. Team Avatar traveled around, searching for new airbenders. At first, it was awkward being around Korra and Asami.",8,4,47
,"The scene flash-cuts again, this time to Mako standing in front of Korra and Asami in the square.",8,4,47
Mako,[Overly serious.] As you were. [He salutes.] Ladies.,8,4,47
,"He turns, still holding his salute, and walks away, leaving them to glance wonderingly at each other. The scene cuts to Korra talking to Mako near the airship, trying to convince him to go with them. He turns and walks away from her.",8,4,47
Mako,But then I realized I had to figure out who I was without a lady in my life.,8,4,47
Wu,I know what that's like.,8,4,47
,The scene flash-cuts back to the Sato estate and the room by the pool. Wu stretches before elaborating.,8,4,47
Wu,"I mean, to need distance from women. [Laughing a bit.] Because I have so many, all over me, all the time.",8,4,47
Mako,"[After a brief pause.] Anyway, [Flash-cut to Mako's battle with Ming-Hua.] I eventually helped Korra defeat Zaheer and save the airbenders. [Cut to Korra hugging Mako; he smiles slightly.] And we did it as friends. Korra showed me the importance of putting others before myself [Cut to Korra in the Tree of Time, followed by Korra walking out of the blizzard at the Southern Spirit Portal, and finally to Korra returning to the Avatar State for the first time after Amon.] and whenever I think of her, she continues to inspire me.",8,4,47
,Flash-cut to the pool room. Wu stands up.,8,4,47
Wu,Wow! That story is amazing and I really learned something!,8,4,47
Mako,You did? Good. [Standing as well.],8,4,47
Wu,"Yeah! I learned that I really didn't know anything about you! Crazy! [More seriously.] Also, I realized that ladies are complicated. No offense, Grandma.",8,4,47
Yin,None taken.,8,4,47
Wu,"I better just focus on being a better king. [Getting back in a battle stance.] Okay, come at me. I can take it.",8,4,47
,Mako's first punch knocks Wu to the ground again.,8,4,47
Wu,Aahhhhh! Wu down!,8,4,47
,"As Mako stares at the prince, Yin, upset, slaps his arm harshly.",8,4,47
,"Fade to Air Temple Island, where Korra is staring out over the sea at sunset in the meditation pavilion. Asami walks up to her.",8,4,47
Asami,I brought you some tea. [Korra looks up surprised.] I thought you might be cold out here.,8,4,47
Korra,You're so sweet. [She takes the cup from Asami.] Thanks. [Turns back to stare out over the sea.],8,4,47
Asami,Are you okay? You seem out of sorts.,8,4,47
Korra,Sorry. I've just been thinking about something Toph said. She told me that the world doesn't need me and it's basically pointless to try and stop Kuvira.,8,4,47
Asami,That's ridiculous.,8,4,47
Korra,"At the time, I thought so, too. I figured she was just being her normal, cranky self. But I'm beginning to think she had a point.",8,4,47
Asami,"No, she doesn't. The world does need you. You're the Avatar.",8,4,47
Korra,"But no matter what I do, the world seems to always be out of balance! [Cut to a flashback of her firebending training from ""Welcome to Republic City"".] Growing up, I couldn't wait to be the Avatar. I thought I was really gonna change things. I was so naive. [Cut to a clip from ""The Revelation"", when Amon takes the bending of Lightning Bolt Zolt.] The first time I saw Amon take someone's bending away, I was terrified.",8,4,47
Amon,Your firebending is gone! Forever.,8,4,47
Korra,"[Cut to a clip from ""Endgame"", when Amon takes Korra's bending.] Then my worst nightmare came true.",8,4,47
Mako,Korra!,8,4,47
Korra,[Panicking.] No!,8,4,47
,Amon proceeds to take her bending away and she falls over.,8,4,47
Amon,I told you I would destroy you.,8,4,47
Asami,"[Cut to Amon revealing himself as a waterbender to the public.] Korra, you're forgetting about all the good that happened after you exposed Amon as the fraud he was. The Equalist Movement lost its leader and its power. [Cut to a clip from ""Rebel Spirit"" which shows Raiko and his wife waving at the crowd.] Free elections were held in the United Republic and nonbenders finally had a voice. [Cut to a clip from ""Peacekeepers"" when Korra shakes hands with Raiko.] People had hope again and it was all because of you.",8,4,47
Korra,"And I was hopeful, too. That feeling didn't last long. [Cut to a clip from ""A New Spiritual Age"", when Unalaq reveals he has captured Jinora; voice-over.] As soon as I defeated Amon, a new enemy took his place. [Unalaq threatens to corrupt Jinora's spirit; in the flashback.] I can't believe I trusted you. You made me think you wanted to restore balance with the spirits, but this, this isn't balance, it's madness! Now let her go!",8,4,47
Unalaq,"If you want your friend to make it out of the Spirit World, you'll open the other portal now.",8,4,47
Korra,"[Back to narrating.] Because of Unalaq, I betrayed Tenzin, opened the portals, and threw the Spirit and human worlds into chaos. [Cut a clip from ""Harmonic Convergence, when Vaatu escapes.] It was my fault he fused with Vaatu and became a Dark Avatar. [Cut to Unalaq ripping Raava out of Korra and destroying the spirit.] And I was helpless to stop him from destroying Raava and cutting off my connection to my past lives. [Cut to clip from ""Darkness Falls"" when the past Avatars are being destroyed.] With Raava gone, Unalaq and Vaatu became more powerful than ever. [Cut to a clip from ""Light in the Dark"" where UnaVaatu shoots down Lin's airship.]",8,4,47
Asami,"[Cut to Korra's energy form emerging from the Tree of Time.] But you became more powerful, too. I mean ... you turned into a giant spirit.",8,4,47
Korra,Yeah ... that was pretty awesome.,8,4,47
Asami,"[Cut to a clip from ""The Southern Lights"" when Korra opens the Southern portal.] And opening the spirit portals turned out to be a good thing. [Cut to subsequent clips from ""Original Airbenders"" and ""Venom of the Red Lotus"", showing the airbenders standing together and Jinora's master ceremony, respectively.] You brought back the airbenders and caused a positive shift in the world.",8,4,47
Korra,"Yes, [Cut to a clip from ""Enter the Void, showing Zaheer flying with Korra over his shoulder.] but Zaheer got airbending too and nearly killed me. [Cut to them fighting and Zaheer suffocating Korra.] If it weren't for Zaheer, [Cut to a clip from ""Long Live the Queen"", when Zaheer kills Hou-Ting.] the Earth Queen would still be alive. There would have been no crisis in the Earth Kingdom [Cut to a clip from ""After All These Years"", where Kuvira smiles after forcing the bandits' subjugation.] and Kuvira wouldn't be in power. [Cut to clips from ""Enemy at the Gates"" when Kuvira's army arrives at Zaofu.] Things are more out of balance than ever now. Nothing's changed!",8,4,47
,"Cut back to real time, showing that Tenzin has walked up to the two girls.",8,4,47
Tenzin,"You're right, Korra.",8,4,47
Korra,I am?,8,4,47
Asami,She is?,8,4,47
Tenzin,"It's true, there will always be new conflicts and enemies to face. But the important thing is to learn from your enemies and better yourself over time, which you have. [Cut to clip from ""A Leaf in the Wind"", where Korra destroys the airbending gates.] You've changed so much since you first arrived on Air Temple Island. When you first came here, you were hot-headed and a bit selfish. [Cut to a clip from ""A Breath of Fresh Air"", when Korra tries to talk Daw down off the bridge.] But you've matured into a thoughtful young woman who puts the needs of others before herself. [Cut to a clip of Jinora's master ceremony from ""Venom of the Red Lotus"".] The new Air Nation is a testament to that. You sacrificed everything to save them. You're an inspiration to the world.",8,4,47
Korra,"[Back in real time.] Thank you both. I know this Kuvira problem is only going to get worse. But no matter what happens, no matter how crazy things get, I'll always try to restore balance. [Pan to the setting sun. Fade to black.]",8,4,47
Baraz,"[Fade to the refugees' ship.] And that's when I made a solemn vow never to eat bark-onion soup again. [Cut to Baraz telling a story with a bored Ahnah in the background.] Been six years, four months and fourteen days ... [Closes his eyes and shudders in disgust.] Urgh! [Opens his eyes.] I can still taste it. [Cut to the bored refugees in a circle laying down and sleeping with Bolin with his head on his hands and Varrick lying casually.]",8,4,47
Bolin,[Raises up and talks to everyone; extremely bored.] Does anyone else feel like throwing themselves overboard?,8,4,47
Varrick,"[Raises up, widens his eyes, and points to himself with his thumbs.] Not me! [The refugees widen their eyes in surprise, slightly sit up, and turn their attention to Varrick, who sits up.] I've spent the last few hours tuning out all these incredibly boring stories ...",8,4,47
Baraz,[Slightly moves; offended.] Hey!,8,4,47
Varrick,"[Ignoring Baraz's insulted exclamation and preparing to stand up.] All the while [Stands up and dramatically points his finger to the air.] mentally composing the most exciting tale [Lowers his head to Bolin.] ever told, soon to become the greatest [Leaping enthusiastically into the center of the ring of bored refugees.] mover [Spreads his arms out.] ever made! [Cut to a close-up of Varrick.] I present to you now: [Makes a screen with his arms smiling on a wondering Bolin.] Bolin, [Cut to a shot of the title screen of The Adventures of Nuktuk: Hero of the South.] as Nuktuk, Hero of the South— [A chibi head of Varrick appears lower right with a serious look on his face and eyelids half open.] Trademark Varrimovers International— [Brightens up with wide eyes and a smile.] in [The frame switches to several scenes from ""Night of a Thousand Stars"", one in which Bolin tears of his sleeves before fighting the assassins.] the incredible true story of Bolin! Hero of the world!",8,4,47
Bolin,"[Another view of him waving to the ecstatic crowd after he defeats them; confused.] Wait, am I playing Nuktuk, or is Nuktuk playing me?",8,4,47
Varrick,"[As the view cuts back to Varrick, looking at Bolin and holding up his hands, framing him in an imaginary shot.] Both. It's your true story, but we'll capitalize on the [Stops making the screen and looks to Bolin with a smile.] audience of the Nuktuk franchise. [Sags down with an annoyed look as if it is obvious.] Duh!",8,4,47
Bolin,"[Cut to a close-up of Bolin; guilty.] How can you call me ""the hero of the world""? [Looks down.] I left my friends and family to join up with a psychotic dictator who imprisoned me and now, [Looks away in shame.] I'm running back home with my tail between my legs.",8,4,47
Varrick,"Nyahbabababab! You're emphasizing the wrong story beads. Let me tell it. The story of Bolin begins in an exotic port of call. [Cut to a view of the Southern Water Tribe.] A wise sage, the richest merchant in the world, and a handsome devil all [Cut to a shot of Varrick's yacht in port.] sit on a single pillow in the living room of a luxury yacht! How do they all fit on one pillow?",8,4,47
Bolin,"[As the shot changes to Varrick sitting on his pillow, trying to levitate.] Ooh! Giant pillow!",8,4,47
Varrick,"Wrong! They're all the same man! Me! [Cut to the swami in ""Rebel Spirit"" who looks up to Varrick.] I try to teach a swami the power of levitation, but he's too stupid [The swami glares.] to understand it, so I kick him out. [The swami bows his head and retreats up the steps behind Varrick.] ""Upon whom can I bestow my awesome knowledge?"" I ask myself. Then, in walks Nuktuk, with a twinkle in his eye, a gorgeous dame on his arm, and a song on his lips. He bursts into a rapturous melody! [Singing.] ""Where can I find my teacher?"" [Cut back to Varrick who has his left hand out and his other on his chest as he sings.]",8,4,47
Bolin,"Oh, come on! I wasn't singing, you were not levitating, and Asami is just a friend, thank you very much. [Varrick appears slightly hurt and pouts. The camera slowly zooms in on Bolin, who looks up with a wistful smile.] If you want to tell my true story, you should start from when I met Korra. She came to the bending arena, one fateful night ...",8,4,47
,"Flashback to the events of ""A Leaf in the Wind"", as Bolin, meeting Korra for the first time, shows her the pro-bending arena.",8,4,47
Korra,This place is even more amazing than I imagined!,8,4,47
Bolin,"Name's Bolin, by the way.",8,4,47
Korra,Korra. [The scene freezes.],8,4,47
Baraz,[Interrupting; voice-over.] Bo-ring! [Scene cuts back to the present with the circle of refugees.] When does the singing start?,8,4,47
Bolin,[Irritated.] There wasn't any singing!,8,4,47
,"All the refugees break into a chorus of boos at the same time, some even giving Bolin a thumbs-down sign much to his surprise.",8,4,47
